,match,time,slot,text,target
77559,3628,996.19005,8,see that ,
77560,3628,1010.31995,8,always noob player on mid,1
77561,3628,1019.65105,1,not always ,
77568,3628,1325.57635,8,emp first,
77572,3628,1472.54045,7,end why rs?,
77590,3629,-22.32787,9,guys i just got 85 crafting,
77592,3629,650.97443,9,ur shield can explode and do damage to me,
77594,3629,659.63893,9,im sending u to another dimension,
77604,3629,787.50773,8,ALL REPORT NOOB LOSER PINKSEEKER,1
77607,3629,805.30333,8,want report,
77618,3629,1177.47913,8,bloodmother,
77620,3629,1203.00623,8,tell me one thing,
77628,3629,1522.86143,9,int item on int hero,
77632,3629,2026.13283,1,this abbadon,
77635,3629,2041.51863,8,never do anything,
77636,3629,2043.05713,8,commend my team,
77638,3629,2123.59813,9,rather die to axe than storm,
77647,3629,2319.66603,5,no need i will handle this ;),
77654,3629,2645.10803,8,blackplayer lol,
77655,3629,2716.35063,9,bouncy castle tiny,
77657,3629,2883.18553,1,report this imbecils,1
77662,3629,2895.56103,8,phase boots,
77673,3629,3145.98073,8,10commends this game,
77677,3629,3203.97833,8,my duck hard,1
77682,3629,3223.77903,8,commend all player,
77686,3629,3230.80303,8,commend all player,
77689,3629,3245.25223,8,toxic,
77722,3631,108.47351,1,another game ruined sveN?,
77724,3631,134.73377,1,stop this,
77727,3631,169.19207,1,how is it going,
77729,3631,172.12467,6,Its,
77741,3631,612.68377,7,braindead shit,1
77742,3631,617.81583,7,i block him for you,
77743,3631,619.88197,1,oyu are the only retard in the game sir,1
77744,3631,625.08072,1,and you are getting a report,
77746,3631,632.14567,7,with feed,
77750,3631,650.14127,1,thats the point,
77751,3631,723.25677,7,clinkz charge,
77752,3631,725.12297,7,with dusts,
77764,3631,1192.67547,7,bott,
77773,3631,1559.08597,9,I AM DONE FOR TODAY,
77781,3631,1599.47607,8,it doesnt matter if you are russian or not,
77783,3631,1608.20727,8,that s it,
77785,3631,1620.13767,1,3rd game in a row,
77787,3631,1625.86967,1,retards everywhere it seems,1
77791,3631,1634.53417,5,ofc i will report him xD,
77795,3631,1651.72997,8,all students have free time,
77797,3631,1654.19607,8,that s why,
77801,3631,1662.07087,8,on weekend we have so much retards,1
77802,3631,1696.38767,8,we could win,
77803,3631,1700.93667,8,but bristle is retarded too,1
77804,3631,1705.55227,8,and went for octarine,
77807,3631,1783.28367,7,SO SAD OCTARINE BRISTLE LAST PICK,
77808,3631,1785.82567,7,CAN'T WIN GAME,
77824,3632,2523.64776,2,EZ TEAM,
77845,3633,1416.42084,0,so we shound't w8?,
77848,3633,1472.80704,1,May be ty ohuel?,
77888,3634,-20.62829,5,report this shit,1
77897,3634,1770.77076,9,thrnoe psl,
77910,3634,1870.37676,1,FREE LOSE = FREE WIN ,
77917,3635,1672.06635,3,and still pick into spec,
77919,3635,1685.37835,8,EZ TNKER,
77922,3635,1726.05015,3,lul es scared of you,
77923,3635,1740.36565,3,like no blink yet when i bought all the ward,
77927,3636,2030.80377,0,mkb is coming,
77932,3637,1121.4595,7,this guy is offline..,
77964,3640,-83.84619,3,Who?,
77982,3641,62.85133,9,hes free kill,
77983,3641,65.584,9,i wont fight for him,
77999,3642,1387.42785,6,i think it's ur fault meepo,
78026,3644,897.4809,4,ball race ha,
78082,3650,1751.12793,5,best carry,
78083,3650,1763.90493,8,1 ward 0 stacks best suport,
78088,3650,2002.58453,7,PLEASE REPORT AM,
78111,3652,-317.168323,8,TBD party,
78130,3653,902.2131,3,sven can carry as,
78133,3653,917.4093,3,noob carrying us lmfao,
78138,3653,1183.3444,3,|ancient as fuck,2
78139,3653,1205.539,3,my brother anchor 0 plays better than this piece of shit lmao,1
78141,3653,1240.2638,3,stupid retarded dumbass ,1
78143,3653,1623.6369,3,THAT SVEN,
78146,3653,1646.8979,3,FAST INTERNET,
78151,3653,1968.4196,6,I CANT FIND WITH LUNA,
78161,3653,2186.0944,9,AND THEY ARE MAD,
78163,3653,2195.1921,2,i didnt know,
78166,3653,2210.8454,5,fucking cancer,2
78167,3653,2210.9123,2,who do that to u man?,
78169,3653,2224.4919,9,WELL U KNOW THIS IS A GAME,
78179,3653,2271.3849,9,JUST CHECK MY PREVIOUS RANKED AND TELL ME IF I CANT WIN,
78195,3653,2322.2917,9,IM SO HAPPY RIGHT NOW,
78204,3653,2356.2741,9,CONRATULATIONS,
78217,3655,420.07289,6,why soo pro,
78219,3655,600.56215,6,rape T_T,2
78221,3655,968.50559,5,why/,
78261,3657,15.42956,2,die for 1 bounty,
78275,3657,1883.97856,7,Im reporting,
78326,3659,844.86043,7,ull make this world a better place,
78330,3659,1120.05983,3,comeback,
78332,3660,231.4102,0,tryhards,
78335,3660,854.0581,2,its enough,
78336,3660,855.1912,2,My team,
78337,3660,856.5242,2,Low people,
78339,3660,921.0418,2,dont buy any wards  ;),
78341,3660,938.7041,2,Why i play with 2 k mmr nooobs,1
78346,3660,1024.4165,2,In team,
78353,3660,1056.3754,3,not hero,
78359,3660,1092.3666,1,techie picker,
78364,3660,1113.8947,0,REPORT URSA,
78374,3660,1258.4261,2,Good player,
78381,3660,1352.5031,0,wh,
78382,3660,1363.567,8,for craing,
78385,3660,1370.0321,0,learn englis animal,
78399,3660,1665.8266,2,feed only,
78400,3660,1670.2255,5,URSA TI CHE?,
78403,3660,1689.4208,2,he is russian incest kid,1
78407,3660,1699.506,1,shadow fiend,
78409,3660,1705.4596,1,with 1k hp,
78414,3661,734.88724,1,hey,
78423,3661,1034.11414,2,hey,
78424,3661,1034.11414,2,wasts goin on,
78425,3661,1034.11414,2,where u headed,
78436,3662,478.44986,7,rpeort ,
78437,3662,480.3827,7,this dig,
78438,3662,883.0844,5,why are levels on my teammates,
78439,3662,885.2838,5,whats hapening,
78440,3662,886.8168,5,in this game,
78442,3662,892.882,5,and th ey lost all lanes?,
78443,3662,897.9474,5,is this rela game,
78445,3662,905.8788,2,coz your name is,
78448,3662,915.4765,5,Report this sk,
78449,3662,915.5431,8,Who to fee dmore?,
78450,3662,922.7414,8,i wont play with this trash,1
78452,3662,927.007,5,he sin lo wp,
78456,3662,945.0692,8,and i buy all wards chicken,
78460,3662,957.4662,8,to these,
78467,3662,1230.7661,2,report that,
78468,3662,1230.8995,5,Reprot him,
78471,3662,1241.4969,5,he just went out of lo wp,
78473,3662,1446.4468,5,what,
78474,3662,1447.2466,8,this jugger,
78476,3662,1450.2459,8,fucking 2k trash,1
78477,3662,1454.5115,5,sentry',
78479,3662,1480.4385,8,stil losees to ds,
78480,3662,1484.3709,8,fucking trash russian shit,1
78481,3662,1493.9685,8,ty god ididnt support these retard shit,1
78483,3662,1513.9637,0,how do u expect jug to win tha tlane,
78484,3662,1519.9622,8,1 soulring,
78485,3662,1521.8284,8,You fcking moron,1
78487,3662,1527.8269,8,and ds cant do shit,1
78488,3662,1547.8221,8,but hes to mongoloid,1
78489,3662,1551.4878,8,to think about soulring,
78490,3662,1571.4829,8,i could win thisgame so hard actually,
78492,3662,1575.8819,8,just i saw this lvl1 pangolier,
78495,3662,1578.6145,2,pretty shiut,1
78497,3662,1580.2141,8,your so trash,1
78500,3662,1584.3465,8,And you stil,
78501,3662,1586.4793,2,yeah coz ,
78503,3662,1587.6123,2,your team,
78505,3662,1588.812,2,trying to win,
78507,3662,1591.1448,2,and you are fucking trash,1
78508,3662,1593.7442,2,player who feed =D,
78509,3662,1594.0774,8,your so fuckingbad,1
78522,3662,1624.8699,8,fuckign hell your so garbaage,1
78524,3662,1628.5357,8,to watch,
78526,3662,1634.6009,8,while i go,
78531,3662,1653.1963,8,thinks hes repor,
78534,3662,1657.6619,8,From the enemy side,
78549,3662,2176.1621,8,WHEN I TRY,
78560,3662,2400.125,2,won the game,
78572,3662,2456.9855,2,report that ds plz,
78573,3662,2459.1929,2,witht tha,
78575,3662,2461.5342,5,Ds palyed good,
78578,3662,2467.4209,2,He playing good,
78590,3662,2545.7545,8,icarried the shit out of thisgame,2
78591,3662,2548.564,8,with my mental ward,
78595,3662,2614.0537,6,no idea how someone can lose this game,
78602,3662,2617.7665,1,retards can!,2
78607,3662,2622.148,2,and you will know,
78609,3662,2623.3521,2,for sure,
78617,3664,1031.0816,0,ty witch,
78621,3665,1029.64855,7,WHAT T H,
78622,3665,2107.73645,9,he works for us anyway,
78629,3666,229.7379,1,thanks,
78631,3666,2584.83903,1,end please,
78646,3667,237.84194,2,CRYMINAL,
78651,3667,446.32437,4,feed,
78717,3669,65.75061,3,hold please,
78733,3671,1927.25048,0,gyro and sf yelling at each other,
78743,3672,149.09693,7,he is in aeroplane mode,
78744,3672,149.09693,7,morph,
78746,3672,780.97603,7,how is that balanced,
78753,3672,1872.00793,3,comeback?,
78756,3672,1887.19303,6,brain cells inserted,
78795,3676,1161.24974,9,when u got,
78796,3676,1162.64944,9,2 roamers,
78797,3676,1166.18194,9,"both of the,m stay in jungle",
78798,3676,1168.51464,9,this game must be fun,
78799,3676,1215.16994,8,what will you do,
78800,3676,1218.70244,7,this is my life,
78803,3676,1225.16754,8,take all your stack,
78806,3676,1255.36014,6,IF UR TEAM AFK,
78808,3676,1279.68754,8,its like only tiny wants to win this game,
78822,3677,1319.04457,9,such proness,
78826,3677,1611.47317,9,no he is pro,
78832,3677,1742.90777,1,300 mmr boosted trash,
78836,3677,1755.48097,9,where does this proness comes slark,
78859,3679,79.28065,9,we paused for SF,
78860,3679,79.28065,9,did your parents teach you manners ?,
78868,3679,2277.50245,8,reported chian kids,1
78869,3679,2448.51835,7,how the hell have i outleveled your mid?,
78880,3680,336.7178,2,hje is dead anyway,
78891,3680,3673.2074,4,merry xmass,
78892,3681,1132.64617,3,thanks,
78902,3683,1561.25212,7,yeap shit pick,2
78911,3684,1879.225,0,recycle,
78941,3686,1294.38394,3,dont got all fucking day,2
78945,3686,1694.65284,7,sentry wards war,
78946,3686,1705.78344,3,im the only one,
78947,3686,1707.44974,3,who buys them,
78953,3686,1854.72624,3,i been afk since shaker and nyx got an apartment,
78977,3687,1521.89506,7,rofl,
78978,3687,1523.29466,7,why,
79013,3688,-84.1128,6,please end it fast,
79014,3688,-81.44678,6,tide carry wtf,2
79025,3688,-38.39063,9,woow he has predicred,
79027,3688,-35.39136,9,ted*,
79029,3688,-25.86035,8,spit on them,
79033,3688,-8.4646,1,brood dunt go invi now,
79034,3688,-2.06616,6,he cant,
79043,3688,56.58617,4,JIMI JIMI HAJA HAJA,
79056,3688,742.48537,1,wow two ultis for one ,
79059,3688,749.95027,5,and?,
79065,3688,1124.55877,4,IM GH,
79068,3688,1262.52507,4,WORST Team,1
79072,3688,1598.04307,9,that team,
79073,3688,1604.30827,9,carry supps,
79075,3688,1613.77257,5,it was lost when u wanted a random spder mid,
79082,3688,1767.23717,5,we got a carry tide without blink :D,
79083,3688,1776.73627,6,tho u was gonna win faster,
79084,3688,1778.07417,7,these guys suck,
79086,3688,1796.06877,5,said the one who can't survive using snowball ,
79108,3690,-147.47778,9,dont worry guys,
79109,3690,-136.6088,9,Im just another noob too,
79111,3690,-95.07678,4,we learning too,
79115,3690,-14.12988,0,new song so good,
79119,3690,-7.39819,8,twice who,
79128,3690,-7.39819,2,JUST LIKE TT,
79143,3690,7.29822,4,i hope the guy watching video beside me stop watching kpop,
79144,3690,14.69641,4,becus im fking lag,2
79145,3690,1591.54466,8,WAHT HAPNED,
79146,3690,1591.54466,3,thief,
79149,3690,1591.54466,1,my teammate ball drop ,0
79151,3690,1591.54466,1,need to pick up ,
79152,3690,1591.54466,3,he steal my ball,
79183,3691,1541.79017,7,rofl,
79189,3691,1709.94917,1,pudge always at mid,
79194,3691,1747.83217,0,yey 1st win,
79195,3691,1748.03277,8,finally,
79201,3691,1770.54277,2,joker says this will be easy,
79226,3693,1515.33,6,boa sorte ai,
79234,3694,738.38642,6,spin on him,
79245,3694,1968.99442,6,my queen know tha way,
79291,3697,-26.86012,8,hes lyin,
79296,3697,-15.39624,8,gonna carry his little 5,
79298,3697,-8.5979,8,on my back,
79299,3697,-5.19872,7,im done team flaminmg,
79303,3697,760.88088,8,dont worry PL,
79304,3697,764.67998,8,roam shaman will win it,
79305,3697,828.46438,8,whoops,
79313,3697,2466.01598,3,pl focking noob,1
79350,3701,40.72338,8,wtf is this lane,2
79357,3701,82.11328,8,hes pro? ,
79367,3701,860.55658,8,what is aces mean? ,
79369,3701,880.55168,0,Aces MEANS IDIOT,2
79375,3701,963.99798,3,i hate tech so much ,
79377,3701,1520.49538,5,throw time,
79378,3701,1534.35868,6,my carrier slark so good,
79381,3701,1625.46978,4,Ty for ITem,
79382,3701,1629.93538,7,its yours,
79383,3701,1646.06468,4,Go build nyu,
79393,3701,2075.66468,6,alway die first,
79394,3701,2080.34728,6,sad team have carrier so bad,
79395,3701,2430.17228,8,why we must doing this? ,
79396,3701,2436.79478,8,bullshit match ever,1
79406,3701,2666.87858,2,bomb,
79414,3701,2771.03338,8,he tried,
79420,3701,2783.64298,8,he tried,
79436,3701,3194.27498,5,my team so fuckin usseles,1
79444,3701,3371.57898,1,what kind of joke is that?,
79450,3701,3430.84758,8,end no buy back,
79455,3701,3433.85778,7,we paused but ur team keep on unpausing,
79457,3701,3434.99498,5,come 1on1,
79458,3701,3438.33978,8,noob win pro lose,2
79461,3701,3452.38758,5,IM NOOB BUT I WIN ?,2
79464,3701,3465.03068,8,what does aces mean? ,
79467,3701,3477.80748,7,they keep on unpausing,
79468,3701,3477.80748,6,what do u want?,
79473,3701,3485.96868,8,watch out,
79474,3701,3492.72498,7,but they keep on unpausing,
79479,3701,3526.90808,5,deff for nothing,
79481,3701,3528.84798,6,what do u want more,
79482,3701,3530.05218,7,We can deff too,
79488,3701,3557.07758,5,Scared/?,
79490,3701,3568.95128,5,"i play with my brain, not like u have no brain",
79498,3701,3639.75918,5,watch replay,
79499,3701,3640.82948,6,slark farm all the time,
79500,3701,3645.57898,6,and die all the time,
79503,3701,3650.46228,8,bomb is playing isis simualtor,
79504,3701,3653.33878,5,IN EARLY my score 6-0?,
79519,3701,3902.48798,9,enemy you think you can win,
79523,3701,4014.61498,8,what do the rest of team doing? ,
79525,3701,4159.91198,8,okay ur buyback life wr,
79526,3701,4164.69298,8,now what? ,
79542,3701,4395.58758,1,COME IN,
79543,3701,4401.96258,1,your'e welcome here,
79546,3701,4418.43128,2,that,
79548,3701,4420.75548,6,fking team,1
79549,3701,4451.99968,1,TANG INA mo,1
79552,3701,4455.22038,4,oMG,
79554,3701,4464.94898,8,what meepo will drop? ,
79555,3701,4531.02298,1,FUCK THIS TECHIES,1
79557,3701,4559.57798,7,u told me to plant many bombs,
79562,3701,4675.19098,3,How to win ,
79566,3701,4728.84728,4,hOW TO WIN?,
79567,3701,4732.23398,6,so tired this game,
79589,3701,4850.90198,6,wait my slark have is tiem ,
79614,3703,949.40152,4,weaver fuck u,1
79617,3703,1120.49312,4,tp in front of pudge:D,
79622,3703,2049.62662,1,with ,
79690,3706,-49.72118,1,COMMENDED,
79692,3706,-34.59155,1,verry hight iq player,
79746,3707,1234.66524,7,come on end game,
79747,3707,1237.66444,0,comeback is real ,
79749,3707,1261.05874,7,it is prank bro!),
79755,3708,-61.38501,0,that was a bit late,
79756,3708,94.17701,3,what's the craic?,
79765,3708,2426.60134,2,take 1 tower wtf,
79770,3708,2445.86694,2,& take q tower,
79772,3708,2454.39604,2,what dude?,
79773,3708,2459.88134,2,what is this dude,
79781,3708,2479.01324,2,shh feeders,1
79784,3708,2497.54304,7,all ur team was ganking u ,
79803,3709,360.01213,4,roses are red,
79805,3709,381.97343,7,Your mama is a whore ,1
79807,3709,385.77249,7,and so Are you,
79808,3709,467.98573,4,report bs and ss please,
79809,3709,1109.19583,4,totally worth it,
79831,3713,167.95901,3,too clever?,
79838,3713,2801.42296,5,Fuck u Introshits,1
79853,3715,1838.1231,9,oh yeah fuck yourself,1
79855,3715,1838.1231,9,but now we should,
79868,3716,2046.69772,0,report lina ty,
79914,3719,12.49695,5,our puck and slark has some trouble in their pc,
79916,3719,12.49695,6,we are party,
79919,3719,13.86328,6,then our puck's keyboard,
79921,3719,13.89661,6,has trouble,
79922,3719,13.89661,6,pls w8 a second\,
79923,3719,13.89661,6,he restarting his pc,
79926,3719,13.89661,6,he starting his dota 2,
79927,3719,13.89661,6,now he doing hand job,
79929,3719,13.89661,5,so very hard,
79930,3719,13.89661,5,finished,
79931,3719,65.85058,3,whoops,
79938,3720,2569.76302,2,POTANGI 9NA N9IY0OL],1
79952,3722,1289.95166,1,fuck off brah,2
79953,3722,1300.34916,8,saved by night time vision :(,
79954,3722,1310.61336,1,nah saved by scrub vision,
79955,3722,1325.34306,8,king of hearts more like king of mads :D,
79957,3722,2540.17226,8,gg wp sorry about your shaman,
79959,3722,2547.26306,7,happyy new lose,
79960,3722,2547.32996,1,sorry about my carries,
80047,3723,2890.73113,7,comend me pls,
80055,3724,-23.29432,9, ty sir ,
80060,3725,-106.50732,2,i will try my best,
80061,3725,-104.84106,5,well that is even better XD,
80065,3725,480.38272,9,well thanks foor free ward,
80066,3725,1039.64618,5,fucking god can't give less than 4 secs,2
80067,3725,1084.56848,8,stop it,
80069,3725,1091.03358,8,hate me,
80071,3725,1582.31358,5,why the hell do u have dust ?,
80076,3725,2294.05348,3,ck roam is not bad guys,
80199,3730,1093.89958,1,aint gonna wait longer than that,
80201,3730,1093.89958,1,not gonna wait 10 minutes for ur sorry ass,
80202,3730,1097.29878,9,dude who say about 10 min,
80204,3730,1097.29878,9,1-2 is enough,
80208,3730,1097.29878,4,man where is he,
80215,3730,1152.85188,4,COME,
80216,3730,1254.02718,6,ff pls,
80248,3732,1587.47907,9,so what,
80278,3733,2721.57393,0,shaker down ebaniy,
80285,3734,1622.4038,1,our drow in lane by a wd apparently,
80288,3734,1685.0552,3,its ok pudge',
80290,3734,1694.7195,8,whys end weaver mid into tinker,
80291,3734,1698.7185,8,i was confused,
80293,3734,1707.9163,3,becasue you last picked,
80294,3734,1713.7815,8,and?,
80296,3734,1716.9807,3,instead of puck,
80298,3734,1724.179,3,our offlane wanted to try puck,
80299,3734,1736.1255,3,and i wanted to try weaver lol],
80300,3734,1746.4273,3,and then the most miserable matchup ever happened,
80309,3735,998.42996,2,off cheats idiot,1
80363,3740,1030.51503,4,what now ??,
80365,3740,1040.11273,5,party?,
80367,3740,1226.26723,9,Carry pa,
80373,3740,1427.68473,9,lich carry agagag,
80382,3740,1791.47143,4,haha he laughed at my hooks,
80392,3740,1859.83763,3,It's jsut a good team,
80399,3740,1873.81863,3,and I hope you watched me Fucked your pa at midlane,1
80418,3740,2016.20363,9,i think if gut tbd your mmr is crusader ,
80423,3740,2043.42973,9,no its not team work,
80425,3740,2048.78133,5,it is really,
80429,3740,2067.77933,9,if this game end,
80431,3740,2072.99713,9,to see what hapend,
80432,3740,2080.22173,5,english rip,
80433,3740,2085.10503,4,dont have to it sucks,2
80446,3740,2166.71633,5,"if i supported, you woudve have blamed PA",
80448,3740,2176.61673,5,i sympathize with PA,
80452,3740,2191.53433,3,fishing fishing,
80464,3740,2299.83643,4,laugh at my hooks lich,
80478,3740,2359.23883,3,shut he fuck up,2
80490,3743,-16.62927,2,is it so hard?,
80495,3743,684.89945,3,i could kill that 1k weaver solo :(,
80499,3743,706.56085,3,"weaver so fucking bad, lost lane ... :(",2
80503,3743,958.13275,7,why?,
80511,3743,1545.32265,3,cause weaver is brainless,1
80516,3743,1940.97895,3,hard trolling weaver,
80518,3743,2047.54195,3,weaver steamban secured,
80519,3743,2053.56245,3,worthelss trolling shit,1
80520,3743,2181.66545,3,pudge reported,
80523,3743,2312.84565,3,why weaver ruined :(,
80526,3743,2609.38905,3,report weaver,
80528,3743,2632.86905,4,commend ty,
80536,3744,-85.19169,7,he saw a sniper in enemy team and he say fuck this game  im out,2
80538,3744,-85.19169,6,hilarious sniper,
80539,3744,-70.38852,4,fernando mercy pls,
80543,3744,1118.32698,7,ck u hate me so much e?>,
80559,3744,1968.10708,8,thats how 1vs9 work,
80608,3747,1619.91856,6,",tlf",
80617,3748,1628.8023,1,what is pas problem,
80624,3748,1824.9274,3,u cant win,
80626,3748,1828.339,3,want to play,
80628,3748,1833.2223,3,of notjhing?,
80643,3748,2130.6019,6,team is fucking stupid animals ,1
80655,3749,2675.85178,2,hero LIXO MORRE,
80660,3750,-16.86256,2,go to russian servers u fuck,1
80664,3750,-16.86256,1,russia is EAST,
80666,3750,-16.86256,7,where are you from?,
80674,3750,2539.65074,1,rly?,
80677,3750,2603.20054,1,russians cant play dota sorry,1
80679,3750,2639.59124,5,tinker win the game,
80680,3750,2642.33394,1,I got trilaned,
80681,3750,2642.40074,2,easiest game of my life,
80683,3750,2665.61324,1,no one cares about dota vs techies btw,
80700,3752,851.52543,3,sup for carry,
80706,3752,1971.52563,3,WHOS THE REAL ONE,
80707,3752,1975.07103,3,NO ONE KNOWS IT,
80713,3753,106.50732,2,dont steal his creeps,
80714,3753,114.17212,8,roamers,
80715,3753,254.20462,2,why you dont wanna help jugger,
80716,3753,254.20462,2,is he toxic?,
80717,3753,254.20462,8,cuz they pick ROAMERS,
80720,3753,254.97112,8,rape lycan with 10 hp regen,2
80724,3753,494.11272,8,I HAVE SO GOOD PLAYER IN TEAM ON POTMN,
80726,3753,646.07559,8,my supports,
80731,3753,978.69432,5,SINCE I JOIN WITH THIS SHIT JUG AND WR,1
80732,3753,983.22662,5,THE GAME WAS LOST FOR ME,
80733,3753,989.15852,5,ENJOY UR WIN IM AFK,
80738,3753,1110.62882,5,I JUST HOPE THIS WR AND JUGGER DIE,1
80744,3753,1174.01332,5,I HOPE U GET THIS JUGGER OR WR IN UR NEXT GAMES,
80745,3753,1188.07652,4,rofl,
80746,3753,1201.67322,5,I JUST HOPE IT SO MUCH ,
80747,3753,1245.19592,5,TYPCHIAL 10 MIN GAME LOSE IF U GET PEOPLE LIKE THIS JUGGER AND WR,
80749,3753,1262.25842,0,U needed to help jug,
80752,3753,1273.05582,0,waste time bot,
80755,3753,1287.78552,5,CUZ THEY FIGHT FOR CORE,
80757,3753,1307.84732,5,I HOPE U GET THIS JUG OR WR,
80764,3754,-59.75208,5,rofl,
80771,3754,-53.48694,3,must be a monday,
80773,3754,-51.82068,2,hope u dont get him on your team,
80774,3754,-47.75501,5,thats the way to feed,
80775,3754,-47.75501,0,he will be on your team next time,
80777,3754,-41.82312,0,go ahead and commend,
80778,3754,-36.09118,4,doesnt work that way,
80779,3754,-33.49182,4,i accept commends tho,
80783,3754,-21.49475,5,the currier?,
80788,3754,45.48889,1,if you report np oll abandon,
80789,3754,53.68689,5,ill commend him,
80792,3754,60.15198,3,WHY IM I MDI,
80794,3754,74.61512,0,ty!,
80803,3754,100.20886,8,techies mid,
80808,3754,108.07362,3,i didnt fucking want to mid,2
80815,3754,118.33782,5,For new year,
80816,3754,132.20108,3,carry techies,
80822,3754,145.13126,3,fuck that guy,1
80831,3754,225.11172,3,why quit,
80832,3754,237.37542,3,i have techies arcana,
80836,3754,264.30215,3,'cant we be friends',
80844,3754,294.96132,5,I cant do nothing,
80845,3754,298.16055,5,for that,
80847,3754,316.08952,5,I can do nothing,
80861,3754,453.38932,5,why ur killing me,
80876,3755,929.40644,5,Report my team,
80877,3755,934.33854,5,useless herolds,1
80883,3755,961.53194,1,rofl,
80886,3755,1388.96084,7,thx roshan :|,
80902,3757,15.96276,9,too early,
80904,3757,16.0294,9,my boots,
80905,3757,16.0294,9,the latest trend,
80908,3757,16.19604,9,hot guy (very),
80909,3757,16.19604,9,i think we should become friends,
80914,3757,349.74795,9,hot bot,
80919,3757,526.3715,9,fckoff,2
80927,3757,948.8017,5,rofl,
80928,3757,967.7304,5,you are being baited,
80932,3757,1562.1852,7,Interesting,
80934,3757,1572.3827,4,he offlane,
80935,3757,1574.4489,4,interesting,
80938,3757,1592.5111,7,for a shit hero,1
80944,3757,1754.7338,5,eat my dick,1
80945,3757,1756.473,6,its my teammate,
80947,3757,1768.4472,5,dirty clinkz picker)),
80958,3757,2287.0805,9,to my team,
80959,3757,2428.161,9,fc king willow,1
80960,3757,2497.1292,5,thats not balanced u knoW ,
80966,3758,-78.81409,0,my screen is black,
80973,3758,-3.36583,5,free tp,
80985,3758,910.71097,9,trying,
80990,3758,1108.12937,3,find us,
81040,3762,984.42634,4,Report this mk,
81046,3762,1240.39714,4,dont mess with the supports,
81055,3762,1532.12584,2,my cd is lower than yours,
81100,3765,1460.87665,9,Whatever.,
81101,3765,2669.56425,3,end! please,
81125,3767,-259.43312,3,hows smurf life,
81126,3767,-248.96661,3,sucks you have to spam to gain mmr dawg,1
81295,3770,1559.73678,4,ofc,
81458,3777,725.68948,4,in a game with 4 russians,
81459,3777,735.42048,4,why the fuck are they playing on europe servers,2
81460,3777,741.68558,4,fuck off back to russian servers,1
81462,3777,1125.25858,4,how many russians are on your team,
81465,3777,1628.00248,4,turns out having 4 russians actually is bad,
81466,3777,1641.53248,4,i never understood why people are racist until now,
81469,3777,1833.85108,4,i tried to blink into base but missclicked the map,
81494,3780,1305.64785,9,in hitory,
81497,3780,1315.51215,5,u picked viper wat LOl,
81498,3780,1327.64245,5,go throne,
81501,3780,1573.74905,4,try hard,
81506,3780,1602.94195,7,report the brood,
81513,3781,-30.09793,8,"Palestinian Territory, Occupied",
81517,3781,12.63024,7,do you know the way?,
81520,3781,1034.34744,4,SD CARRY,
81521,3781,1554.78704,4,i w8 manta for use ulti,
81531,3781,1821.46394,3,whp killed me?,
81533,3781,1850.02784,3,to much russian dogs,1
81534,3781,1851.43264,3,In team,
81543,3781,1999.33644,7,luna know the way,
81544,3781,2002.54744,7,without bkb,
81590,3784,2551.53477,3,all report sf ?,
81593,3784,2571.00117,8,sf will commended,
81595,3784,2582.44007,3,bad items,
81610,3786,1569.79027,1,new item,
81611,3786,1572.45627,1,cant 1 shot me,
81612,3786,1573.52267,1,rofl,
81624,3788,581.05814,5,CHTO,
81638,3788,1092.79984,6,why didnt u pick it ?,
81640,3788,1102.13084,1,theres at least 2 people,
81641,3788,1105.26344,1,every game,
81643,3788,1221.86834,1,incredible guys,
81644,3788,1224.00114,1,this guy,
81645,3788,1226.33394,1,Picked tinekr and won,
81646,3788,1238.79754,1,i wonder whose smurf he is...,
81648,3788,1267.12394,9,he didnt ask for it,
81650,3788,1354.10264,1,THSI EMEBR,
81655,3788,1454.27824,1,this guy,
81657,3788,1470.87414,1,and flaming others,
81658,3788,1473.40684,1,hilarious,
81660,3788,1551.78774,3,who cares,
81662,3788,1558.51944,1,won mid for this,
81663,3788,1558.71944,3,crying allgame,
81667,3788,1566.11764,1,win with an ember,
81668,3788,1591.51134,1,genuinely wish you get this intentional ruiner,
81672,3788,1603.37514,1,while i got a normal human being,
81673,3788,1605.24134,1,who picks op hero,
81676,3788,1617.77164,3,ty for game,
81699,3790,2495.60223,7,cz u lowly cunt mate cnt do shit wtf build,1
81702,3791,-313.13335,5,random or pussy,1
81713,3791,8.29798,3,reprot weaver,
81716,3791,985.3927,5,scary!,
81717,3791,991.6579,2,you were fine,
81719,3791,2884.7754,3,Rofl,
81730,3792,1136.44472,9,TANGINA ,2
81734,3792,2101.22732,7,WHERE YOU COME FROM,
81737,3792,2315.18952,6,hey,
81739,3792,2315.18952,6,bhe polite ,
81740,3792,2315.18952,6,u from where ?,
81743,3792,2335.52532,8,where irsa,
81744,3792,2335.52532,0,single draft still wait ah? u think real match ah lol?,
81748,3792,2350.94462,5,be a decent human being,
81749,3792,2358.87162,6,suck my dick troll,1
81750,3792,2509.78572,1,bomb,
81753,3792,3194.55152,1,Woo,
81757,3792,3638.63092,4,ty for divine,
81811,3794,-26.52685,8,why pause,
81812,3794,-26.52685,1,why,
81814,3794,76.74793,4,where luna at?,
81819,3794,79.3473,1,u wanna leave right lol,
81822,3794,79.94715,5,go loeave noob here,1
81826,3794,1426.585,3,really,
